[2025-04-22 11:10:41] Monitoring started (Interval: 500ms, Dry-run: No)
[2025-04-23 08:22:08] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 98
[2025-04-23 08:22:08] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 51
[2025-04-23 08:22:09] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 92
[2025-04-23 08:22:09] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 4
[2025-04-23 08:22:10] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 56
[2025-04-23 08:22:10] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 23
[2025-04-23 08:22:11] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 45
[2025-04-23 08:22:12] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 99
[2025-04-23 08:22:12] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 60
[2025-04-23 08:22:13] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 52
[2025-04-23 08:22:13] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 60
[2025-04-23 08:22:14] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 94
[2025-04-23 08:22:14] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 3
[2025-04-23 08:22:15] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 12
[2025-04-23 08:22:15] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 96
[2025-04-23 08:22:16] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 63
[2025-04-23 08:22:16] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 84
[2025-04-23 08:22:17] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:22:17] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 98
[2025-04-23 08:22:17] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 69
[2025-04-23 08:22:18] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 11
[2025-04-23 08:22:19] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 53
[2025-04-23 08:22:19] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 37
[2025-04-23 08:22:20] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 56
[2025-04-23 08:22:20] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 55
[2025-04-23 08:22:21] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 87
[2025-04-23 08:22:21] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 32
[2025-04-23 08:22:22] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 20
[2025-04-23 08:22:23] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 27
[2025-04-23 08:22:23] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 4
[2025-04-23 08:22:24] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 19
[2025-04-23 08:22:24] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 87
[2025-04-23 08:22:25] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 90
[2025-04-23 08:22:25] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 16
[2025-04-23 08:22:26] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 65
[2025-04-23 08:22:26] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 67
[2025-04-23 08:22:27] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 65
[2025-04-23 08:22:28] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 35
[2025-04-23 08:22:28] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 41
[2025-04-23 08:22:29] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 68
[2025-04-23 08:22:29] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 88
[2025-04-23 08:22:30] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 60
[2025-04-23 08:22:30] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 36
[2025-04-23 08:22:31] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 93
[2025-04-23 08:22:31] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 55
[2025-04-23 08:22:32] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 66
[2025-04-23 08:22:32] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 62
[2025-04-23 08:22:33] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 10
[2025-04-23 08:22:34] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:22:34] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 45
[2025-04-23 08:22:34] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 75
[2025-04-23 08:22:35] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 72
[2025-04-23 08:22:35] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 79
[2025-04-23 08:22:36] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 0
[2025-04-23 08:22:36] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 26
[2025-04-23 08:22:37] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 88
[2025-04-23 08:22:37] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 48
[2025-04-23 08:22:38] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 38
[2025-04-23 08:22:39] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 55
[2025-04-23 08:22:39] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 24
[2025-04-23 08:22:40] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 16
[2025-04-23 08:22:40] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 12
[2025-04-23 08:22:41] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 49
[2025-04-23 08:22:41] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 68
[2025-04-23 08:22:42] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 35
[2025-04-23 08:22:43] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 53
[2025-04-23 08:22:43] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 55
[2025-04-23 08:22:44] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 11
[2025-04-23 08:22:44] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 66
[2025-04-23 08:22:45] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 93
[2025-04-23 08:22:45] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 37
[2025-04-23 08:22:46] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 19
[2025-04-23 08:22:47] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 63
[2025-04-23 08:22:47] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 62
[2025-04-23 08:22:48] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 49
[2025-04-23 08:22:48] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 11
[2025-04-23 08:22:49] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 88
[2025-04-23 08:22:49] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 16
[2025-04-23 08:22:50] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 40
[2025-04-23 08:22:50] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:22:50] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 48
[2025-04-23 08:22:51] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 70
[2025-04-23 08:22:52] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 92
[2025-04-23 08:22:52] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 18
[2025-04-23 08:22:53] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 98
[2025-04-23 08:22:53] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 20
[2025-04-23 08:22:54] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 15
[2025-04-23 08:22:54] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 30
[2025-04-23 08:22:55] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 39
[2025-04-23 08:22:55] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 20
[2025-04-23 08:22:56] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 13
[2025-04-23 08:22:57] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 78
[2025-04-23 08:22:57] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 62
[2025-04-23 08:22:58] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 89
[2025-04-23 08:22:58] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 99
[2025-04-23 08:22:59] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 20
[2025-04-23 08:22:59] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 21
[2025-04-23 08:23:00] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 88
[2025-04-23 08:23:00] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 2
[2025-04-23 08:23:01] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 52
[2025-04-23 08:23:02] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 97
[2025-04-23 08:23:02] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 97
[2025-04-23 08:23:03] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 46
[2025-04-23 08:23:03] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 61
[2025-04-23 08:23:04] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 53
[2025-04-23 08:23:04] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 53
[2025-04-23 08:23:05] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 97
[2025-04-23 08:23:05] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 17
[2025-04-23 08:23:06] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 44
[2025-04-23 08:23:07] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 55
[2025-04-23 08:23:07] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:23:07] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 91
[2025-04-23 08:23:08] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 53
[2025-04-23 08:23:08] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 85
[2025-04-23 08:23:09] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 27
[2025-04-23 08:23:09] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 81
[2025-04-23 08:23:10] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 67
[2025-04-23 08:23:10] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 73
[2025-04-23 08:23:11] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 2
[2025-04-23 08:23:11] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 76
[2025-04-23 08:23:12] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 25
[2025-04-23 08:23:13] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 47
[2025-04-23 08:23:13] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 13
[2025-04-23 08:23:14] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 58
[2025-04-23 08:23:14] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 14
[2025-04-23 08:23:15] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 94
[2025-04-23 08:23:15] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 57
[2025-04-23 08:23:16] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 75
[2025-04-23 08:23:16] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 65
[2025-04-23 08:23:17] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 50
[2025-04-23 08:23:18] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 13
[2025-04-23 08:23:18] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 63
[2025-04-23 08:23:19] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 6
[2025-04-23 08:23:19] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 24
[2025-04-23 08:23:20] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 70
[2025-04-23 08:23:20] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 15
[2025-04-23 08:23:21] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 33
[2025-04-23 08:23:22] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 91
[2025-04-23 08:23:22] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 21
[2025-04-23 08:23:23] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 92
[2025-04-23 08:23:23] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 18
[2025-04-23 08:23:24] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:23:24] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 34
[2025-04-23 08:23:24] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 14
[2025-04-23 08:23:25] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 10
[2025-04-23 08:23:26] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 4
[2025-04-23 08:23:26] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 71
[2025-04-23 08:23:27] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 59
[2025-04-23 08:23:27] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 2
[2025-04-23 08:23:28] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 66
[2025-04-23 08:23:28] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 50
[2025-04-23 08:23:29] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 55
[2025-04-23 08:23:29] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 68
[2025-04-23 08:23:30] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 28
[2025-04-23 08:23:31] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 63
[2025-04-23 08:23:31] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 95
[2025-04-23 08:23:32] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 91
[2025-04-23 08:23:32] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 18
[2025-04-23 08:23:33] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 34
[2025-04-23 08:23:33] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 42
[2025-04-23 08:23:34] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 38
[2025-04-23 08:23:34] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 25
[2025-04-23 08:23:35] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 55
[2025-04-23 08:23:36] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 17
[2025-04-23 08:23:36] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 14
[2025-04-23 08:23:37] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 88
[2025-04-23 08:23:37] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 21
[2025-04-23 08:23:38] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 8
[2025-04-23 08:23:38] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 26
[2025-04-23 08:23:39] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 7
[2025-04-23 08:23:40] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 87
[2025-04-23 08:23:40] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 90
[2025-04-23 08:23:41] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:23:41] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 28
[2025-04-23 08:23:41] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 87
[2025-04-23 08:23:42] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 32
[2025-04-23 08:23:42] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 83
[2025-04-23 08:23:43] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 48
[2025-04-23 08:23:43] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 27
[2025-04-23 08:23:44] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 54
[2025-04-23 08:23:45] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 68
[2025-04-23 08:23:45] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 83
[2025-04-23 08:23:46] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 43
[2025-04-23 08:23:46] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 31
[2025-04-23 08:23:47] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 17
[2025-04-23 08:23:47] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 1
[2025-04-23 08:23:48] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 13
[2025-04-23 08:23:49] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 89
[2025-04-23 08:23:49] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 50
[2025-04-23 08:23:50] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 98
[2025-04-23 08:23:50] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 35
[2025-04-23 08:23:51] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 76
[2025-04-23 08:23:51] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 41
[2025-04-23 08:23:52] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 54
[2025-04-23 08:23:52] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 63
[2025-04-23 08:23:53] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 42
[2025-04-23 08:23:54] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 44
[2025-04-23 08:23:54] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 17
[2025-04-23 08:23:55] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 11
[2025-04-23 08:23:55] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 48
[2025-04-23 08:23:56] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 33
[2025-04-23 08:23:56] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 36
[2025-04-23 08:23:57] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 32
[2025-04-23 08:23:58] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:23:58] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 98
[2025-04-23 08:23:58] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 72
[2025-04-23 08:23:59] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 95
[2025-04-23 08:23:59] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 0
[2025-04-23 08:24:00] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 52
[2025-04-23 08:24:00] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 0
[2025-04-23 08:24:01] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 45
[2025-04-23 08:24:01] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 96
[2025-04-23 08:24:02] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 88
[2025-04-23 08:24:02] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 8
[2025-04-23 08:24:03] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 30
[2025-04-23 08:24:04] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 1
[2025-04-23 08:24:04] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 29
[2025-04-23 08:24:05] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 20
[2025-04-23 08:24:05] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 73
[2025-04-23 08:24:06] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 93
[2025-04-23 08:24:06] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 99
[2025-04-23 08:24:07] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 48
[2025-04-23 08:24:08] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 47
[2025-04-23 08:24:08] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 52
[2025-04-23 08:24:09] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 3
[2025-04-23 08:24:09] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 54
[2025-04-23 08:24:10] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 65
[2025-04-23 08:24:10] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 35
[2025-04-23 08:24:11] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 48
[2025-04-23 08:24:11] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 100
[2025-04-23 08:24:12] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 47
[2025-04-23 08:24:13] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 99
[2025-04-23 08:24:13] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 9
[2025-04-23 08:24:14] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 33
[2025-04-23 08:24:14] Periodic GC invoked. Interval: 30, Cycles collected: 0
[2025-04-23 08:24:14] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 10
[2025-04-23 08:24:15] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 80
[2025-04-23 08:24:15] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 96
[2025-04-23 08:24:16] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 21
[2025-04-23 08:24:16] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 20
[2025-04-23 08:24:17] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 30
[2025-04-23 08:24:18] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 71
[2025-04-23 08:24:18] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 58
[2025-04-23 08:24:19] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 42
[2025-04-23 08:24:19] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 81
[2025-04-23 08:24:20] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 1
[2025-04-23 08:24:20] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 76
[2025-04-23 08:24:21] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 91
[2025-04-23 08:24:21] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 19
[2025-04-23 08:24:22] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 41
[2025-04-23 08:24:23] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 47
[2025-04-23 08:24:23] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 45
[2025-04-23 08:24:24] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 77
[2025-04-23 08:24:24] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 28
[2025-04-23 08:24:25] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 92
[2025-04-23 08:24:25] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 84
[2025-04-23 08:24:26] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 59
[2025-04-23 08:24:26] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 92
[2025-04-23 08:24:27] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 7
[2025-04-23 08:24:27] Memory: 2097152 bytes, Peak: 2097152, GC Interval: 30, CPU Load: 75
